text,sentimen
"Musik ini tidak terlalu menonjol bagi saya. This music doesn't really stand out to me.",netral
"Saya suka dengan suara yang unik dari penyanyi ini. I like the unique voice of this singer.",positif
"Lagu ini membuat saya merasa tidak nyaman. This song makes me feel uncomfortable.",negatif
"Saya tidak punya preferensi khusus untuk lagu ini. I don't have any particular preference for this song.",netral
"Lagu ini sangat cocok untuk bersantai di pantai. This song is perfect for relaxing on the beach.",positif
"Saya merasa lagu ini sangat membosankan dan tidak menarik. I feel this song is very boring and uninteresting.",negatif
"Musik ini tidak terlalu relevan bagi saya. This music is not very relevant to me.",netral
"Saya sangat menghargai pesan positif dari lagu ini. I really appreciate the positive message of this song.",positif
"Lagu ini membuat saya merasa tertekan dan cemas. This song makes me feel stressed and anxious.",negatif
"Saya tidak punya keinginan untuk mendengarkan lagu ini lagi. I don't have the desire to listen to this song again.",netral
"Lagu ini sangat cocok untuk didengarkan saat berolahraga. This song is perfect for listening to while exercising.",positif
"Saya merasa lagu ini sangat tidak profesional. I feel this song is very unprofessional.",negatif
"Musik ini tidak terlalu memengaruhi saya. This music doesn't really affect me.",netral
"Saya suka dengan aransemen musik yang inovatif ini. I like this innovative musical arrangement.",positif
"Lagu ini membuat saya merasa sedih dan kesepian. This song makes me feel sad and lonely.",negatif
"Saya tidak punya pendapat yang kuat tentang lagu ini. I don't have a strong opinion about this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat belajar. This song is perfect for listening to while studying.",positif
"Saya merasa lagu ini sangat tidak berkualitas. I feel this song is very low quality.",negatif
"Musik ini tidak terlalu berkesan bagi saya. This music is not very memorable to me.",netral
"Saya suka dengan energi yang membangkitkan semangat dari lagu ini. I like the uplifting energy of this song.",positif
"Lagu ini membuat saya merasa marah dan kesal. This song makes me feel angry and annoyed.",negatif
"Saya tidak punya waktu untuk memikirkan lagu ini. I don't have time to think about this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat berkumpul dengan teman. This song is perfect for listening to while hanging out with friends.",positif
"Saya merasa lagu ini sangat tidak orisinal. I feel this song is very unoriginal.",negatif
"Musik ini tidak terlalu penting dalam hidup saya. This music is not very important in my life.",netral
"Saya sangat terkesan dengan vokal yang kuat dari penyanyi ini. I am very impressed with the powerful vocals of this singer.",positif
"Lagu ini membuat saya merasa tidak nyaman dan terganggu. This song makes me feel uncomfortable and disturbed.",negatif
"Saya tidak punya minat untuk mendengarkan lagu ini. I have no interest in listening to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bepergian. This song is perfect for listening to while traveling.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan menjengkelkan. I feel this song is very unpleasant to listen to and irritating.",negatif
"Musik ini tidak terlalu menarik bagi saya. This music is not very appealing to me.",netral
"Saya suka dengan melodi yang indah dan menenangkan dari lagu ini. I like the beautiful and soothing melody of this song.",positif
"Lagu ini membuat saya merasa putus asa dan kehilangan harapan. This song makes me feel hopeless and despairing.",negatif
"Saya tidak punya waktu untuk membuang-buang waktu dengan lagu ini. I don't have time to waste time with this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bersantai di rumah. This song is perfect for listening to while relaxing at home.",positif
"Saya merasa lagu ini sangat tidak kreatif dan membosankan. I feel this song is very uncreative and boring.",negatif
"Musik ini tidak terlalu memengaruhi suasana hati saya. This music doesn't really affect my mood.",netral
"Saya sangat menghargai lirik yang bermakna dari lagu ini. I really appreciate the meaningful lyrics of this song.",positif
"Lagu ini membuat saya merasa cemas dan gelisah. This song makes me feel anxious and restless.",negatif
"Saya tidak punya energi untuk mendengarkan lagu ini. I don't have the energy to listen to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bekerja. This song is perfect for listening to while working.",positif
"Saya merasa lagu ini sangat tidak profesional dan tidak terpoles. I feel this song is very unprofessional and unpolished.",negatif
"Musik ini tidak terlalu penting bagi kesejahteraan saya. This music is not very important to my well-being.",netral
"Saya suka dengan beat yang energik dan membuat semangat dari lagu ini. I like the energetic and uplifting beat of this song.",positif
"Lagu ini membuat saya merasa sedih dan terpuruk. This song makes me feel sad and depressed.",negatif
"Saya tidak punya alasan untuk mendengarkan lagu ini. I have no reason to listen to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat merenung. This song is perfect for listening to while reflecting.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat mual. I feel this song is very unpleasant to listen to and makes me nauseous.",negatif
"Musik ini tidak terlalu relevan dengan minat saya. This music is not very relevant to my interests.",netral
"Saya sangat terinspirasi oleh pesan positif dan harapan dari lagu ini. I am very inspired by the positive message and hope of this song.",positif
"Lagu ini membuat saya merasa marah dan ingin menghancurkan sesuatu. This song makes me feel angry and want to destroy something.",negatif
"Saya tidak punya waktu untuk memikirkan tentang lagu ini. I don't have time to think about this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat tidur. This song is perfect for listening to while sleeping.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat sakit kepala. I feel this song is very unpleasant to listen to and gives me a headache.",negatif
"Musik ini tidak terlalu memengaruhi emosi saya. This music doesn't really affect my emotions.",netral
"Saya suka dengan suara yang unik dan khas dari penyanyi ini. I like the unique and distinctive voice of this singer.",positif
"Lagu ini membuat saya merasa tidak nyaman dan ingin kabur. This song makes me feel uncomfortable and want to run away.",negatif
"Saya tidak punya preferensi khusus untuk jenis musik ini. I don't have any particular preference for this genre of music.",netral
"Lagu ini sangat cocok untuk didengarkan saat berkendara di malam hari. This song is perfect for listening to while driving at night.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat frustrasi. I feel this song is very unpleasant to listen to and frustrating.",negatif
"Musik ini tidak terlalu penting bagi kehidupan sehari-hari saya. This music is not very important to my daily life.",netral
"Saya sangat menghargai kreativitas dan inovasi dari lagu ini. I really appreciate the creativity and innovation of this song.",positif
"Lagu ini membuat saya merasa cemas dan tidak tenang. This song makes me feel anxious and restless.",negatif
"Saya tidak punya keinginan untuk mendengarkan lagu ini lagi dan lagi. I don't have the desire to listen to this song again and again.",netral
"Lagu ini sangat cocok untuk didengarkan saat bersantai di taman. This song is perfect for listening to while relaxing in the park.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat mual. I feel this song is very unpleasant to listen to and makes me nauseous.",negatif
"Musik ini tidak terlalu menarik perhatian saya dan saya lebih suka mendengarkan yang lain. This music doesn't really grab my attention and I prefer to listen to something else.",netral
"Saya suka dengan aransemen musik yang sederhana namun efektif dari lagu ini. I like the simple yet effective musical arrangement of this song.",positif
"Lagu ini membuat saya merasa sedih dan ingin menangis. This song makes me feel sad and want to cry.",negatif
"Saya tidak punya waktu untuk membuang-buang waktu dengan lagu yang tidak berkualitas ini. I don't have time to waste time with this low-quality song.",netral
"Lagu ini sangat cocok untuk didengarkan saat melakukan yoga. This song is perfect for listening to while doing yoga.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat sakit kepala. I feel this song is very unpleasant to listen to and gives me a headache.",negatif
"Musik ini tidak terlalu memengaruhi suasana hati saya dan saya tetap netral. This music doesn't really affect my mood and I remain neutral.",netral
"Saya sangat terkesan dengan vokal yang kuat dan emosional dari penyanyi ini. I am very impressed with the powerful and emotional vocals of this singer.",positif
"Lagu ini membuat saya merasa tidak nyaman dan ingin mematikannya. This song makes me feel uncomfortable and want to turn it off.",negatif
"Saya tidak punya minat untuk mendengarkan lagu ini dan saya lebih suka mendengarkan yang lain. I have no interest in listening to this song and I prefer to listen to something else.",netral
"Lagu ini sangat cocok untuk didengarkan saat menikmati kopi di pagi hari. This song is perfect for listening to while enjoying coffee in the morning.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat frustrasi. I feel this song is very unpleasant to listen to and frustrating.",negatif
"Musik ini tidak terlalu penting bagi saya dan saya tidak peduli apakah saya mendengarkannya atau tidak. This music is not very important to me and I don't care whether I listen to it or not.",netral
"Saya suka dengan melodi yang indah dan menenangkan dari lagu ini. I like the beautiful and soothing melody of this song.",positif
"Lagu ini membuat saya merasa sedih dan kehilangan harapan. This song makes me feel sad and hopeless.",negatif
"Saya tidak punya waktu untuk membuang-buang waktu dengan lagu yang membosankan ini. I don't have time to waste time with this boring song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bersantai di tepi pantai. This song is perfect for listening to while relaxing by the beach.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat mual. I feel this song is very unpleasant to listen to and makes me nauseous.",negatif
"Musik ini tidak terlalu menarik bagi saya dan saya lebih suka mendengarkan yang lain. This music is not very appealing to me and I prefer to listen to something else.",netral
"Saya sangat menghargai lirik yang bermakna dan puitis dari lagu ini. I really appreciate the meaningful and poetic lyrics of this song.",positif
"Lagu ini membuat saya merasa cemas dan gelisah. This song makes me feel anxious and restless.",negatif
"Saya tidak punya energi untuk mendengarkan lagu ini dan saya lebih suka beristirahat. I don't have the energy to listen to this song and I prefer to rest.",netral
"Lagu ini sangat cocok untuk didengarkan saat bekerja di kantor. This song is perfect for listening to while working in the office.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat sakit kepala. I feel this song is very unpleasant to listen to and gives me a headache.",negatif
"Musik ini tidak terlalu penting bagi kesejahteraan saya dan saya tidak peduli apakah saya mendengarkannya atau tidak. This music is not very important to my well-being and I don't care whether I listen to it or not.",netral
"Saya suka dengan beat yang energik dan membuat semangat dari lagu ini. I like the energetic and uplifting beat of this song.",positif
"Lagu ini membuat saya merasa sedih dan terpuruk. This song makes me feel sad and depressed.",negatif
"Saya tidak punya alasan untuk mendengarkan lagu ini dan saya lebih suka melakukan hal lain. I have no reason to listen to this song and I prefer to do something else.",netral
"Lagu ini sangat cocok untuk didengarkan saat merenung di malam hari. This song is perfect for listening to while reflecting at night.",positif
